a_au,e,ideg,perideg,nodedeg,Mdeg
3.969626392343051,0.13861677747684828,7.83009522377822,39.23615063514984,228.0824942824109,88.17458240657703
3.994876753870224,0.16829621195151315,6.174358638036061,271.3815448927332,175.40987231323638,170.43928516082948
3.936055914219837,0.024332316220241436,4.652979994141876,179.5952216408138,129.4681645881231,129.17927628916473
3.983712443161337,0.2115365067983744,12.572485146220632,66.97034103278602,18.62980211966686,9.94076792738888
4.015060811817815,0.21735979406729855,2.0926852524495616,175.16328825095246,256.169144135687,181.40990735995064
3.9524215299455148,0.18968128669991027,2.2591001833489006,177.9380966592661,265.3880911289023,189.23981212334286
4.008972799457178,0.1859063734896969,5.613776886821597,91.24414728115092,342.69262859390795,16.759526860587805
3.9774313867066384,0.22165317713072602,9.187022034955021,305.3746196473942,57.693063714403735,327.2232888870863
3.9300887614310893,0.10555537149242923,1.8745677500479476,206.00290327771546,39.67171528399345,312.6195472059829
3.9811507041045315,0.1557138300495811,7.1890178790962596,205.13620122740113,88.1455033423726,223.84917357822542
3.993862305640161,0.16726459488471865,3.333224296358044,307.9709883354906,49.816361706399704,330.13449905037226
3.948171795452201,0.19003415660602238,7.59282120600103,347.8903113075862,149.5591654241636,274.57191817590467
3.9844816669740086,0.10387975247340765,4.422961886455268,118.95651262201766,350.9528161902894,145.30972395688633
3.9138379597218513,0.09634995705302027,2.7574006830532447,17.876463496270386,134.632625501529,275.49718126149077
3.9824424827215976,0.18194998933426001,11.403679813689843,332.61332080386717,137.4248465515083,304.45210942168166
3.9920250181281123,0.1169367354370456,4.204775136934993,100.9991640818241,35.5415043792715,261.3109367050433
3.9674285783452516,0.14238904778214945,6.466418952057076,237.22104186374148,10.059020218435911,324.41196744418966
4.003400131519072,0.20569750345014207,9.071948873409665,294.4722829174176,100.5130041277696,37.06499086771096
3.9299309782673943,0.24138864398716062,0.8074547938556882,1.8652732998917494,74.02460507566232,189.2953269076689
3.9537196637158614,0.2085302373050015,8.362420370375252,48.02739266871771,321.87018812800676,282.2237973978671
3.9528720101592993,0.21503010595436656,3.3004493657964242,198.52294384814624,125.6002212031185,216.31542344764972
