number,idhere,targetname,H_mag,datetime_jd,e,a_au,incl_deg,Omega_deg,w_deg,M_deg
326106 ,2011 CG34          ,326106 (2011 CG34),15.4,2460796.5,0.1582777900631911,3.951455246374845,3.970116524433787,144.7215611381401,17.30600549425557,272.6334044521855
326110 ,2011 EH21          ,326110 (2011 EH21),15.44,2460796.5,0.1519155805908048,4.003569696209538,3.131569122225632,75.29340694810669,70.11070401525727,287.802422820176
326117 ,2011 UW313         ,326117 (2011 UW313),15.42,2460796.5,0.149866676733449,3.988824882477764,3.937520230925585,97.06648778089259,291.7679441237838,265.2189090022156
327662 ,2006 QT98          ,327662 (2006 QT98),15.37,2460796.5,0.216516808046836,3.95492945928293,3.192881937887868,223.7616494106977,116.6899676411576,136.3213892002884
327714 ,2006 SG135         ,327714 (2006 SG135),14.77,2460796.5,0.2675189655317937,3.925722856748529,9.410220507981785,33.619444991621,315.3221665573351,138.0231282107869
327764 ,2006 UL54          ,327764 (2006 UL54),14.97,2460796.5,0.3231593779972143,3.953705595490324,5.66728885929694,297.420861519808,42.4420727058353,152.074387490674
328054 ,2007 TS145         ,328054 (2007 TS145),15.05,2460796.5,0.1777341085205794,3.962503068780928,2.992041864381462,70.55156740677033,303.7447889154781,94.47850637286368
328414 ,2008 SP126         ,328414 (2008 SP126),15.28,2460796.5,0.1214063655928957,3.974255913916401,3.675371951697545,246.4986595945989,241.5144908539286,314.8087601462224
328442 ,2008 TX58          ,328442 (2008 TX58),15.6,2460796.5,0.0580587429242508,3.956106968501514,2.575522123641467,71.003990487475,70.9705630366997,293.7864553627489
328445 ,2008 TD71          ,328445 (2008 TD71),15.27,2460796.5,0.09260417050159894,3.980625252999943,8.925035460359231,184.2100048632714,266.0105139941707,350.4651245122719
328451 ,2008 TQ113         ,328451 (2008 TQ113),15.03,2460796.5,0.1327212208815242,3.9795206549992,3.767315977289738,101.2057501701443,328.6937025072391,4.870387303519449
328454 ,2008 TY175         ,328454 (2008 TY175),14.99,2460796.5,0.1151254977153629,3.952319880599567,13.82202762736767,196.884581871013,300.3162172156939,290.8207333068674
328770 ,2009 UX107         ,328770 (2009 UX107),15.54,2460796.5,0.2096233232723954,3.950936051019208,3.631842208620254,53.42426858147958,35.40044663286611,323.6128199582852
328839 ,2009 WE60          ,328839 (2009 WE60),15.53,2460796.5,0.1800355410743286,3.975825190406657,9.75750168517027,76.70678948527149,40.88272721178861,303.0545820523566
328841 ,2009 WY71          ,328841 (2009 WY71),15.87,2460796.5,0.1945120660478304,3.976455659643464,3.650967229750926,195.593970454943,288.8688270575439,295.2114050408
328881 ,2010 CO130         ,328881 (2010 CO130),15.3,2460796.5,0.1818328052720662,3.972605289534578,8.306893703053063,217.2886486511713,254.4305864322458,309.8478634446374
329033 ,2011 AV30          ,329033 (2011 AV30),15.77,2460796.5,0.1220106709032725,3.960773947948078,1.7893380622106,316.9277279955471,194.5176323580794,270.6184012152451
329065 ,2011 AS76          ,329065 (2011 AS76),15.73,2460796.5,0.1950751439153404,3.958768625038985,3.901061499697305,84.56187046240429,24.94133668077337,300.638648144374
329113 ,2011 CQ18          ,329113 (2011 CQ18),15.48,2460796.5,0.234707428155216,3.98147905377799,5.081709627663819,25.52737431385642,96.07990415370361,296.23934688021
329241 ,2012 FT56          ,329241 (2012 FT56),14.94,2460796.5,0.02640620709653947,3.958915773162591,12.92095144330344,173.7059769396233,325.0268645921233,279.2455116422274
329919 ,2005 MM51          ,329919 (2005 MM51),14.29,2460796.5,0.2713061044069144,3.94691740030055,8.469422980182859,262.4139813251128,56.68823333034247,175.721061804349
329921 ,2005 NA13          ,329921 (2005 NA13),15.01,2460796.5,0.243278076643737,3.959940126532404,3.979261158941517,112.3648332111331,237.1767700020986,159.6766918877335
329924 ,2005 NP21          ,329924 (2005 NP21),15.38,2460796.5,0.2784513450297584,3.98898339411018,5.253577245468513,181.6701734175403,167.6135894559465,152.6944989023546
329927 ,2005 NN78          ,329927 (2005 NN78),15.31,2460796.5,0.2449235072326152,3.957052623792268,3.742024895081705,124.3770317701298,182.9258309093296,181.4002463530802
329938 ,2005 PF9           ,329938 (2005 PF9),15.38,2460796.5,0.2925590750685003,3.970097557338962,3.512636811585851,136.2729042306077,193.2124624695026,174.9691467348212
329939 ,2005 PF19          ,329939 (2005 PF19),15.49,2460796.5,0.2217765088765495,3.930097784780198,0.9193429759418319,203.7919730705371,114.9712638611981,189.4759427549578
330252 ,2006 RZ39          ,330252 (2006 RZ39),14.96,2460796.5,0.3164025625754861,3.962387136988753,5.502739422785334,47.77752120550372,319.1791395371471,130.9576984689649
330303 ,2006 TW74          ,330303 (2006 TW74),15.27,2460796.5,0.2549574281196541,3.97708994350656,1.619640385169368,318.7990259137182,9.388256100678484,157.8856308705551
330373 ,2006 WD102         ,330373 (2006 WD102),14.91,2460796.5,0.2802773716568126,3.968298313012908,10.52711105398478,110.8420016102488,226.5089429000416,166.5483661479963
330514 ,2007 RB84          ,330514 (2007 RB84),14.99,2460796.5,0.2801225445664715,3.967496051925113,4.000827498931994,128.3908262228767,258.6461999418543,69.88325366883481
330516 ,2007 RZ302         ,330516 (2007 RZ302),14.99,2460796.5,0.2451492477158699,3.958169850796121,4.084043830171282,99.86100687336682,284.1111738730064,77.35493998923442
330522 ,2007 TO127         ,330522 (2007 TO127),15.41,2460796.5,0.223225381341298,3.976918739040187,3.154853629880368,164.7311097134796,207.5456638739769,90.90018675723279
330523 ,2007 TJ156         ,330523 (2007 TJ156),14.69,2460796.5,0.2113956566634408,4.015186632220437,7.955630949277967,243.9209544193598,156.0790253494769,58.7716907096202
330526 ,2007 TL245         ,330526 (2007 TL245),14.95,2460796.5,0.2876406557451561,3.919842939209136,4.064063051406883,87.19856924915334,277.7067079699325,110.7111083120778
330528 ,2007 UC47          ,330528 (2007 UC47),14.53,2460796.5,0.1889282768709027,3.99634280625032,9.97164180422509,64.08031946060228,305.2876298222391,77.88377615061673
330780 ,2008 TZ54          ,330780 (2008 TZ54),15.44,2460796.5,0.201913707808394,3.98326069529061,12.23874459995452,207.0405570576808,260.0244727574437,332.2504310157901
330788 ,2008 UK75          ,330788 (2008 UK75),15.06,2460796.5,0.1516983740480173,4.022861408324895,3.70426276038678,295.9489637884017,129.8620256393458,19.66177136488016
330822 ,2008 WA91          ,330822 (2008 WA91),15.63,2460796.5,0.2697645553384292,3.986698122969987,10.03168696910903,206.2802314913513,215.4910574153229,8.710097320209309
331275 ,2011 CT88          ,331275 (2011 CT88),15.81,2460796.5,0.2236153810896411,3.965761051799038,11.69619320398553,173.312377311553,309.9324952480143,310.054886934551
331280 ,2011 DV15          ,331280 (2011 DV15),15.4,2460796.5,0.2139163294810296,3.972920646621226,11.77143340554162,154.5096933892942,305.6551859426275,324.1827574658058
331483 ,1998 SY49          ,331483 (1998 SY49),14.9,2460796.5,0.2645801728557544,3.936947592643032,0.6212481039179868,14.42109526194916,334.3116672275525,158.847307798567
332010 ,2005 MT42          ,332010 (2005 MT42),14.96,2460796.5,0.22799146679758,3.997371611886706,3.450786013267863,198.825790816881,144.7541729993148,151.6581577105806
332014 ,2005 NT47          ,332014 (2005 NT47),15.69,2460796.5,0.2401751611360283,3.963472437034094,2.972672506135121,17.69386321140914,310.6486213417512,164.6777596560674
332019 ,2005 NP122         ,332019 (2005 NP122),14.86,2460796.5,0.2985596171186524,3.972954989008108,7.80022074946098,248.1875921566003,71.16841823780123,189.3323021132792
332031 ,2005 PD16          ,332031 (2005 PD16),15.28,2460796.5,0.2678190367944506,4.020773552144143,3.813403467190003,104.7089395737606,238.2520979403266,155.198211574426
332262 ,2006 RN37          ,332262 (2006 RN37),15.51,2460796.5,0.2266719373405695,3.953211062943712,3.647874919062685,136.5564076091763,205.1161982462867,145.9898838458436
332275 ,2006 SZ181         ,332275 (2006 SZ181),14.84,2460796.5,0.2031773909243119,3.949894869062162,10.3787956722745,136.2288981919301,219.6237166072822,146.3342826229196
332288 ,2006 TE17          ,332288 (2006 TE17),14.72,2460796.5,0.2633733320928284,3.974673222838204,3.468897301098522,42.40428975895434,314.2632933439219,143.3891929759298
332294 ,2006 UG15          ,332294 (2006 UG15),15.44,2460796.5,0.2739206538486297,3.990338978324139,9.133293364751047,207.1128733908062,148.515827065717,148.9847501965649
332296 ,2006 UK92          ,332296 (2006 UK92),15.32,2460796.5,0.2094229776027068,3.954480518289912,3.815230063969829,66.29452827015899,249.2517329103102,180.8934934991665
333171 ,2012 CD51          ,333171 Chris (2012 CD51),15.44,2460796.5,0.09809127962220589,3.97077025428605,3.16200786453683,165.9675961570962,37.10452792884095,197.391074992625
333537 ,2005 SC180         ,333537 (2005 SC180),15.19,2460796.5,0.2291114684829555,3.94666578581366,3.16977252244672,297.4708033597702,23.50961319793305,219.0085749299034
333543 ,2005 TL81          ,333543 (2005 TL81),15.39,2460796.5,0.181014983639956,3.988193419814116,3.149409624076386,279.1222529726871,348.5160288179904,248.2794594744112
334429 ,2002 GQ47          ,334429 (2002 GQ47),14.98,2460796.5,0.04869363495071693,3.959022621783692,8.951535172826114,23.81575743916838,250.672646206412,269.7225485067935
334549 ,2002 SU29          ,334549 (2002 SU29),15.13,2460796.5,0.2981669193492264,3.990648113780987,8.911713670456356,26.01974872691096,350.0974075153214,293.5417304111143
334863 ,2003 UH131         ,334863 (2003 UH131),15.36,2460796.5,0.3078978605427551,3.94942554582832,8.666833575398606,280.8200455109236,97.05687074111584,278.4599230679124
335366 ,2005 SK145         ,335366 (2005 SK145),15.67,2460796.5,0.1606571009016945,3.931482316998402,3.735666727155672,58.72334085771725,227.4905580470522,251.0335329985988
335452 ,2005 UD456         ,335452 (2005 UD456),14.81,2460796.5,0.2356700573069388,3.948974784049892,7.484932479748771,296.3821135657809,163.8558937807647,133.5068438870362
335453 ,2005 UC508         ,335453 (2005 UC508),15.36,2460796.5,0.221898735215901,3.957806072362644,13.70573421090782,203.329358610514,88.4021547022152,238.3313999135055
335455 ,2005 UO518         ,335455 (2005 UO518),15.97,2460796.5,0.2726171229994249,3.995718749011947,10.00924981560549,103.1705716196614,209.110293260088,210.9360410765491
336541 ,2009 BS38          ,336541 (2009 BS38),15.1,2460796.5,0.1225705709167229,3.957015284433556,4.15129164731129,109.7327542945818,138.0391907368429,286.4047456396594
336549 ,2009 CT33          ,336549 (2009 CT33),15.27,2460796.5,0.1586385133226852,3.943894975785,1.751445129756959,238.4220516176252,37.01607175040034,264.8915949030254
336754 ,2010 KK63          ,336754 (2010 KK63),15.74,2460796.5,0.2437996892652346,3.947588159517773,3.217441479705853,167.9577657873823,208.6519215176545,286.8628184571564
337067 ,1998 BU19          ,337067 (1998 BU19),15.47,2460796.5,0.1820404507494114,3.988980298556197,1.675905246106807,284.2773725755046,151.2849474802539,185.136074132211
339136 ,2004 SG45          ,339136 (2004 SG45),15.01,2460796.5,0.3316536432847152,3.968503144373321,3.365075487259829,243.7858606382659,189.7948643556313,184.2374249549985
339153 ,2004 TT28          ,339153 (2004 TT28),14.82,2460796.5,0.2420870104950898,3.995190333434739,9.996350381393993,19.55287846788165,76.02243040703013,153.5189170248103
339167 ,2004 TE69          ,339167 (2004 TE69),14.71,2460796.5,0.2467837299756014,3.952930750906151,8.859641666041925,50.13910795465487,8.375329666120022,194.8570347200946
339183 ,2004 TG150         ,339183 (2004 TG150),15.53,2460796.5,0.1899424883729411,3.980111412232291,1.773446691166122,250.9754377952836,171.8195711412691,181.3611421590358
339184 ,2004 TE156         ,339184 (2004 TE156),15.75,2460796.5,0.2184810315610353,3.968915966699645,3.348124595556829,37.00353955363759,54.87697437268545,169.7272982967528
339191 ,2004 TB184         ,339191 (2004 TB184),14.87,2460796.5,0.2120131398398176,3.986831336348916,8.631508215942594,1.531640220372986,99.05917861018011,154.012730294185
339200 ,2004 TE224         ,339200 (2004 TE224),15.51,2460796.5,0.2267334886577419,3.967531795392556,1.693776640898508,297.6673394014409,117.6326294990699,185.7123509504083
339202 ,2004 TK232         ,339202 (2004 TK232),15.37,2460796.5,0.2499673396932937,3.985797026610072,5.289755380285409,19.10103988277258,30.14448241358431,198.9516697112246
339885 ,2005 TA133         ,339885 (2005 TA133),15.03,2460796.5,0.194891809097854,3.982679219680563,3.863925793417834,62.5158794894974,31.72235933952902,171.7521459597444
339950 ,2005 UH140         ,339950 (2005 UH140),15.49,2460796.5,0.06575791347318113,3.984902956826172,4.764387353493746,59.32088093942319,210.5024109543185,285.3885539436573
340010 ,2005 UN318         ,340010 (2005 UN318),15.35,2460796.5,0.1487396440352259,3.990278190514212,2.168531060610587,347.7114438791358,246.3154389405307,329.8338872313662
340028 ,2005 UV412         ,340028 (2005 UV412),15.85,2460796.5,0.1506018316117618,3.939123155373938,1.911944390179588,141.2685435405947,324.0155776598889,146.0426300480737
340037 ,2005 UX476         ,340037 (2005 UX476),15.35,2460796.5,0.1546813968866911,3.940484240163037,5.081934279881558,82.50549776889336,7.339761761465741,140.7314434429115
340066 ,2005 VD56          ,340066 (2005 VD56),15.21,2460796.5,0.1746777544678684,3.978064641351285,9.143137035313698,200.630632613798,317.7770352654471,80.2147687167106
340082 ,2005 WF26          ,340082 (2005 WF26),15.74,2460796.5,0.1943865341354705,3.956695852977276,2.58635557126314,4.061487231057241,73.35581215846739,164.1360153983398
340086 ,2005 WL33          ,340086 (2005 WL33),14.76,2460796.5,0.2286968536708974,3.974072263816154,11.11987831032347,67.86432118367057,21.70943351487216,156.8811469553391
340102 ,2005 WS109         ,340102 (2005 WS109),15.42,2460796.5,0.2146239586502075,3.951848107467014,1.837705385189255,232.4999663969488,221.7583662692238,155.7013229393865
340107 ,2005 WY128         ,340107 (2005 WY128),15.8,2460796.5,0.2140895185879534,3.959290119159336,0.2192450046180044,64.18042909640224,27.52532415934136,150.5807004806787
340111 ,2005 WZ155         ,340111 (2005 WZ155),15.25,2460796.5,0.2587727681708676,3.971213205651094,9.899210116134833,162.8313162584728,292.7804707602986,148.3458922040255
340121 ,2005 WX199         ,340121 (2005 WX199),15.22,2460796.5,0.1315381216473903,3.98619631780837,7.922632053246796,260.8245423083929,203.5865622448158,143.7972839288556
340148 ,2005 YG62          ,340148 (2005 YG62),15.01,2460796.5,0.200231177288325,3.980090801785269,4.010880081926507,80.20764965818384,345.2746539831357,183.4951287495234
340184 ,2005 YN196         ,340184 (2005 YN196),15.86,2460796.5,0.2107373748719001,3.954970273581061,2.398382680798675,80.41476993449184,334.6289668594773,192.1806749069785
340215 ,2006 AO84          ,340215 (2006 AO84),15.27,2460796.5,0.3056365133173681,3.943653345486116,9.338223859225687,46.2074867189689,5.87149036317205,208.9580520555078
340224 ,2006 BY50          ,340224 (2006 BY50),14.99,2460796.5,0.2078787557100998,3.958489265806447,1.586397583489379,269.5476889714321,161.7627791395737,177.8973087760913
340270 ,2006 BL183         ,340270 (2006 BL183),15.49,2460796.5,0.2936860625774286,3.95624493175342,8.323099175090448,299.0352401895844,142.9860547222073,191.4543045727668
340809 ,2006 UA3           ,340809 (2006 UA3),15.14,2460796.5,0.1971829369070502,4.001920217873521,12.78906973549197,197.2637622081427,154.6013466064296,146.7059323235821
340845 ,2006 WY150         ,340845 (2006 WY150),15.03,2460796.5,0.1897821015917858,4.015521306729243,8.421954190818097,145.3164736131852,324.9820469489633,130.5488601233245
340886 ,2007 CR45          ,340886 (2007 CR45),15.24,2460796.5,0.2309386028257693,3.96980438040944,11.66479490849591,149.915191098242,309.9247860788424,135.2260753419251
340893 ,2007 CQ57          ,340893 (2007 CQ57),15.24,2460796.5,0.2132621998414637,3.943352244224603,9.378536152777077,13.13582981258718,66.73863998084828,159.983272730296
340961 ,2007 EW92          ,340961 (2007 EW92),15.66,2460796.5,0.2396158124266481,3.930257816237222,1.729102616925509,266.6232665799172,187.1473361004371,158.6494694963574
341601 ,2007 UW105         ,341601 (2007 UW105),14.92,2460796.5,0.1915977381471442,3.970682011326512,10.76617980037236,220.1181874674402,134.8984462459712,126.0421540158077
341830 ,2008 CY53          ,341830 (2008 CY53),14.79,2460796.5,0.159589483090992,3.975251454033268,8.250959554618275,293.2358038261368,247.8094008122492,34.60805163972393
341831 ,2008 CU64          ,341831 (2008 CU64),15.13,2460796.5,0.03347663415097057,3.991924027002891,3.365897418927439,248.7202599570241,353.9634790973385,324.2361489831759
341835 ,2008 CB136         ,341835 (2008 CB136),15.49,2460796.5,0.09603449300719706,3.978818956961029,2.316674503240294,200.0042171710753,16.23220362013903,1.553341746804732
341838 ,2008 CW205         ,341838 (2008 CW205),15.66,2460796.5,0.066618693576579,3.932922116817775,0.7153775581376377,44.47620277856504,143.8499149662438,40.67373164078806
341841 ,2008 DN52          ,341841 (2008 DN52),15.08,2460796.5,0.1674230090548758,3.967330699810909,9.243893439469222,188.806302698684,315.4042768813372,87.95125272768453
341842 ,2008 DG79          ,341842 (2008 DG79),15.01,2460796.5,0.1327128461782021,3.949805929295901,7.763973709089869,36.99769745901184,99.61315484233279,87.67636009549445
341844 ,2008 EF29          ,341844 (2008 EF29),15.15,2460796.5,0.1597866826500235,3.954088124119323,3.823297540145986,126.1223167436671,343.2512920035502,141.3574658667561
341883 ,2008 GS104         ,341883 (2008 GS104),15.05,2460796.5,0.1805449037660845,3.968488480425956,9.283618196907616,173.7555477203215,288.4267983927686,142.5088444728543
343070 ,2009 CK49          ,343070 (2009 CK49),14.7,2460796.5,0.1680413604203993,3.961302596123973,11.14024053014146,5.597325535173731,202.1773722675421,346.3564767071964
343160 ,2009 KS2           ,343160 (2009 KS2),14.84,2460796.5,0.06101027705981056,3.994232097944491,5.613249402530365,63.87751360900721,187.0250176586292,336.3896902564817
343534 ,2010 EG139         ,343534 (2010 EG139),15.28,2460796.5,0.1858464954775106,3.971134703803374,9.036510494126784,183.0863397381163,71.98200683693759,282.5492070444186
344913 ,2004 RV239         ,344913 (2004 RV239),15.8,2460796.5,0.1839242188778357,3.963724283498531,1.923905666034409,332.9654799441234,320.6986016016564,270.7436479345718
344927 ,2004 TU62          ,344927 (2004 TU62),15.74,2460796.5,0.192642338041468,3.973985336884557,1.731201956678608,250.7842659233527,173.3669341842852,188.2782367922824
344938 ,2004 TG285         ,344938 (2004 TG285),16.06,2460796.5,0.1896579862170952,3.983006151494934,2.58851108819655,36.55626049720779,32.06382611396764,179.0120189175358
344945 ,2004 VQ21          ,344945 (2004 VQ21),15.06,2460796.5,0.269047852267251,3.989790168759692,12.12468793765706,58.73710827987968,6.786807350838107,200.1543054663988
344946 ,2004 VM38          ,344946 (2004 VM38),16.33,2460796.5,0.2309383962558168,3.937934631191614,0.04500003847417061,98.63142725668725,300.6482409596462,231.6481355898009
344947 ,2004 VB44          ,344947 (2004 VB44),15.72,2460796.5,0.2727234273207629,3.934415840593006,3.426011446738016,105.0803174187031,324.492352633985,218.9739550018785
344949 ,2004 VF52          ,344949 (2004 VF52),15.68,2460796.5,0.3063827917939426,3.926772628529632,4.115485397092935,99.39625396225739,292.1557367902742,234.2338802161497
344953 ,2004 VQ72          ,344953 (2004 VQ72),15.35,2460796.5,0.2799510354167061,3.970046922190918,3.452909123641939,69.97495735618882,321.1750109856585,223.6250028784576
344955 ,2004 VB81          ,344955 (2004 VB81),15.4,2460796.5,0.09920503728914032,3.915788951041455,3.104064547616146,61.05538937525499,357.3348714188502,226.2500357397022
344959 ,2004 XH            ,344959 (2004 XH),14.79,2460796.5,0.2372509630416005,3.996848748911946,6.488044503243057,72.84490955803318,333.5749106926348,212.5093994848754
345226 ,2005 UY189         ,345226 (2005 UY189),15.55,2460796.5,0.133951021901389,3.954313023620299,1.962730022016221,230.5901998117603,267.6652416844211,100.4436292439912
345240 ,2005 UU266         ,345240 (2005 UU266),15.78,2460796.5,0.1626418198037416,3.984893529867188,3.232107434456216,159.4846502654812,331.91268586003,106.114979996807
345280 ,2005 WL39          ,345280 (2005 WL39),15.64,2460796.5,0.1596969601113168,3.938458148484211,3.699579120603206,78.42806785634939,350.6991476421754,176.4859457324475
345301 ,2005 WJ166         ,345301 (2005 WJ166),16.23,2460796.5,0.1890926567667959,3.991968623407727,0.923833464152649,350.6515905054301,71.6125729638634,180.6497432776777
345304 ,2005 WS197         ,345304 (2005 WS197),15.5,2460796.5,0.09988146946387834,4.000078251160987,2.659202265540928,300.7428640198495,200.9242360197896,110.0304107379801
345308 ,2005 XA23          ,345308 (2005 XA23),15.69,2460796.5,0.1708876919110756,3.989407848015492,4.800201445510274,80.914701218437,28.9796360813163,134.7008149680092
345345 ,2005 YL179         ,345345 (2005 YL179),15.4,2460796.5,0.1137557215288302,4.01290363303897,5.408986585125076,93.64196408047249,356.3883020044904,169.4444397507556
345367 ,2006 AU70          ,345367 (2006 AU70),15.85,2460796.5,0.2318801630887713,3.960496077705266,3.5466768282175,144.7840644985891,292.1735160582096,195.4708471624135
345414 ,2006 CZ66          ,345414 (2006 CZ66),15.43,2460796.5,0.2418614316004795,3.960663919863558,9.97052209036902,147.7002194048026,262.3478349295015,212.3762508389365
346260 ,2008 ER130         ,346260 (2008 ER130),15.63,2460796.5,0.1229599157774079,3.97685025108324,6.058327737853753,134.4602703518828,14.09488068745158,86.06983283058587
346263 ,2008 FR83          ,346263 (2008 FR83),15.35,2460796.5,0.170800883960086,3.981464340461641,3.983333667029555,72.80390687727547,56.65902516417825,110.4278257570869
346265 ,2008 FA107         ,346265 (2008 FA107),15.64,2460796.5,0.02489549840076817,3.949576873778538,7.239028157241972,49.32893532144444,345.4416524198303,228.7463389136106
347413 ,2012 SA37          ,347413 (2012 SA37),15.06,2460796.5,0.1009971366949016,3.9854956279609,2.34982508009783,355.4476361209181,213.3024579257988,357.3812324916624
347969 ,2003 SK33          ,347969 (2003 SK33),15.66,2460796.5,0.3308423492228356,3.986978416521489,4.58654879158418,120.1537744101013,273.9912032557156,241.0077354083268
348031 ,2003 UT18          ,348031 (2003 UT18),15.27,2460796.5,0.3083191975927033,3.962997162987882,10.61161296470021,159.9516189676434,227.3152321797561,269.6268103151314
348150 ,2004 DP57          ,348150 (2004 DP57),14.76,2460796.5,0.06098599602306883,4.008748340682361,4.541877955971112,136.9880847219981,30.54053349968093,210.9107908685949
348259 ,2004 TF162         ,348259 (2004 TF162),14.94,2460796.5,0.1991535002272055,3.974723748581114,14.56111448707825,39.18043846230969,357.4723329495397,212.1319377514914
348289 ,2004 XT70          ,348289 (2004 XT70),15.07,2460796.5,0.2844310973348824,3.992643220238102,10.54935058004253,295.5961085653371,125.7500737086358,224.1699113775983
348689 ,2006 BD103         ,348689 (2006 BD103),16.21,2460796.5,0.2525811821146829,3.95253716156041,2.972962333283955,173.9728674418335,246.8926209144647,217.1416769489441
348739 ,2006 GS3           ,348739 (2006 GS3),15.19,2460796.5,0.1101399896029361,3.904128320879773,6.328541542550221,149.8851457766488,93.09815801280641,126.6105132106191
349480 ,2008 DS72          ,349480 (2008 DS72),14.9,2460796.5,0.1011234398102365,3.992832150455422,9.813913047277131,144.3113380016208,62.36592560852456,17.49788909762196
350054 ,2010 RN37          ,350054 (2010 RN37),15.29,2460796.5,0.2257641835820366,3.962579197493799,2.640363447210155,4.22758434876841,325.9125444865999,325.5395984258382
350155 ,2011 SZ137         ,350155 (2011 SZ137),14.54,2460796.5,0.1348438418384638,3.969375081184492,8.568388973749485,195.0017414695328,200.6093613445087,239.4600204759267
350325 ,2012 UY74          ,350325 (2012 UY74),15.94,2460796.5,0.2330674480063639,3.963038622764362,2.425802889979654,198.3317890360219,221.4523617423163,197.9289154318448
351036 ,2003 SM157         ,351036 (2003 SM157),15.43,2460796.5,0.3059872565187313,3.9828254699048,5.538784845666,188.140611829657,202.7610635818991,252.7971827438427
351043 ,2003 SL207         ,351043 (2003 SL207),15.15,2460796.5,0.3118828807631315,3.979773361381606,6.650818207401565,191.3992930032533,192.3905328425087,259.5271128204138
351046 ,2003 SR227         ,351046 (2003 SR227),15.17,2460796.5,0.274908772983236,3.964627957651509,9.930030726539869,8.100460986304281,358.9203282238381,271.0167461207636
351077 ,2003 UU53          ,351077 (2003 UU53),15.05,2460796.5,0.3257577945365271,3.961870933571278,8.882370903495037,301.6854554633521,66.37711527980777,277.2369108278605
351103 ,2003 UC272         ,351103 (2003 UC272),15.96,2460796.5,0.2746456663674577,3.975284088338205,3.557506576997829,42.82365935856256,329.1840195726525,272.0825023303105
351339 ,2004 XF183         ,351339 (2004 XF183),15.94,2460796.5,0.2684930643310052,3.979900258814712,3.44771369226684,42.36833105656979,6.603469663568395,233.4566142632561
351398 ,2005 EP240         ,351398 (2005 EP240),14.9,2460796.5,0.1172783168046238,3.973186382424996,4.099174403561233,280.3441064094362,303.8961754883401,121.034969147205
351703 ,2006 BS162         ,351703 (2006 BS162),15.9,2460796.5,0.141435878272912,3.972398408432904,2.78984021987455,124.9725133975295,296.5223358357629,221.6717976519456
351712 ,2006 BE224         ,351712 (2006 BE224),15.19,2460796.5,0.2107765024844593,3.977927036257615,5.674184908823849,158.0655549225929,261.3429752326618,217.8712612290912
351733 ,2006 CP67          ,351733 (2006 CP67),15.28,2460796.5,0.2304387393781561,3.988475207596097,3.393069870967231,43.01928839112842,4.009233270028203,225.8296926965286
353337 ,2010 PN42          ,353337 (2010 PN42),14.83,2460796.5,0.1521300225522489,3.936259789406017,3.379675564690346,267.5284146748601,5.294881723229216,58.50131181076252
353665 ,2011 UD190         ,353665 (2011 UD190),15.76,2460796.5,0.2571124902937777,3.974616835925337,2.449291461005394,313.5771335498433,94.68376954775876,246.5572537123234
353678 ,2011 UK254         ,353678 (2011 UK254),15.65,2460796.5,0.2791940866265132,3.956794933633875,5.944582819788427,44.59926842607062,303.7489066898289,294.9695767835474
353692 ,2011 UA335         ,353692 (2011 UA335),15.38,2460796.5,0.2180473983089875,3.96460182288157,7.029902597694561,348.2087609553644,47.37272736144633,263.3697277115501
354039 ,2001 RN145         ,354039 (2001 RN145),15.34,2460796.5,0.2775020434946446,3.949087032737899,5.602025085952643,210.5503404966661,103.0649819603035,20.04001737718795
354626 ,2005 EY235         ,354626 (2005 EY235),15.41,2460796.5,0.1235359678263808,3.962290055765335,2.92391410387866,26.6787013678922,180.8917426886862,162.0821196673993
354946 ,2006 ER56          ,354946 (2006 ER56),14.49,2460796.5,0.2248344669694783,3.992197495339144,13.09953257102008,337.63714595993,304.9236934569176,55.33984182096592
354975 ,2006 HU115         ,354975 (2006 HU115),15.56,2460796.5,0.1199723866606374,3.915176495442684,3.619869481652759,47.68150607615814,145.8930924275973,177.4457083333572
354980 ,2006 JP37          ,354980 (2006 JP37),15.29,2460796.5,0.1549851427336698,3.935970151198401,5.037079258852247,122.3329502767234,91.88112351284734,160.4748582335072
355761 ,2008 RH11          ,355761 (2008 RH11),15.04,2460796.5,0.1820828925876178,3.959188639699092,3.250361138867981,34.53226637740192,255.0729265113116,89.35711147803055
356269 ,2009 WR18          ,356269 (2009 WR18),15.21,2460796.5,0.1589665979722337,3.994658431088899,4.108778507710721,100.3384499852121,193.6723377364917,78.51911740840902
356792 ,2011 UA315         ,356792 (2011 UA315),16.16,2460796.5,0.226252157008675,3.975696777728651,3.866591551553929,134.4209829249397,260.275874071598,261.8413433593218
356863 ,Maathai            ,356863 Maathai (2011 WZ61),15.6,2460796.5,0.1104015461324667,3.950396604391772,3.918441273126557,210.7565143145771,143.7044306024785,315.3415186753952
358031 ,2006 FJ13          ,358031 (2006 FJ13),15.64,2460796.5,0.1543649964203757,3.960192403051344,3.143677058579423,165.5441880607835,65.30031052164755,126.4068352388119
358972 ,2008 RY126         ,358972 (2008 RY126),14.7,2460796.5,0.1269610791279501,3.93948480041499,9.245726730181925,199.8465969059502,349.2040914266174,199.9057247309111
359605 ,2010 WG13          ,359605 (2010 WG13),14.3,2460796.5,0.1381327131729278,3.938739001420052,6.979956324537918,79.32296121518874,179.8620223578405,95.79749527139249
