number,idhere,targetname,H_mag,datetime_jd,e,a_au,incl_deg,Omega_deg,w_deg,M_deg
     ? ,2011 RS33          ,797553 (2011 RS33),16.27,2460796.5,0.2427563317528047,3.962324192090301,7.744602963750008,294.0492898284829,110.5628101729995,234.9004405304999
     ? ,2011 SG13          ,779343 (2011 SG13),16.26,2460796.5,0.2842113202544677,3.988509100473359,6.792984497323302,289.6506010843951,113.6127965783345,225.7032654057987
     ? ,2011 SY39          ,(2011 SY39),16.5,2460796.5,0.3232714317746797,3.95982054283615,1.325005711381632,54.60859395390775,342.6869690706523,255.0814396771896
     ? ,2011 SJ45          ,(2011 SJ45),16.5,2460796.5,0.1903712111226947,3.959679765466709,9.304327766770726,195.1835003473641,189.0441125789283,242.0197631260598
     ? ,2011 SN54          ,779356 (2011 SN54),16.16,2460796.5,0.2437168062352672,3.967099720389195,3.893686836539489,72.96355597907724,294.4262147092968,265.4864741871753
     ? ,2011 SA73          ,746063 (2011 SA73),16.31,2460796.5,0.1919658649163004,4.018253265974018,4.855257273600603,216.5107948699776,222.2416208914022,191.3540323415124
     ? ,2011 SU76          ,729846 (2011 SU76),16.39,2460796.5,0.2564687704418666,3.972660599576274,2.164940631234241,215.6458108112942,200.4972683291786,226.1892187592354
     ? ,2011 SM78          ,729847 (2011 SM78),16.52,2460796.5,0.1684270671873503,4.007518596757775,2.099575663143612,221.9569549031647,216.3077168502881,192.6375095243224
     ? ,2011 SW80          ,(2011 SW80),16.8,2460796.5,0.3019952231355318,3.947213719939091,1.806539820291662,294.9747547180086,109.9219882301454,241.2778877375858
     ? ,2011 ST139         ,(2011 ST139),16.2,2460796.5,0.2020089565321071,3.913249445207744,5.483170621611726,17.25707745952302,27.47033804984547,255.0694441724973
     ? ,2011 SV141         ,(2011 SV141),17.3,2460796.5,0.3310157780399797,3.958054526806542,0.9341062569438203,220.5707317627112,143.4934806070899,267.7321978413321
     ? ,2011 SZ143         ,(2011 SZ143),16.38,2460796.5,0.2870752059129416,3.983698064221377,4.203493451075043,189.2553052437396,229.6744112324988,219.5778007188247
     ? ,2011 SA147         ,(2011 SA147),16.71,2460796.5,0.2142899876454569,3.935879707493874,1.766233962144268,145.3704536706601,239.8074177168983,254.5509195939074
     ? ,2011 SQ164         ,(2011 SQ164),16.37,2460796.5,0.2395630910775715,3.930010119079075,3.299197896727363,39.88089877037011,359.8142778993201,257.9426629776121
     ? ,2011 SS168         ,(2011 SS168),16.1,2460796.5,0.2699181761729345,3.952340879936379,8.978608249813181,14.06321262255677,13.7436547596796,258.6825815795704
     ? ,2011 SK172         ,(2011 SK172),16.5,2460796.5,0.2976861856213453,3.991112922614211,3.356995587068154,3.992899301534161,10.10366395591649,263.849611029341
     ? ,2011 SF185         ,(2011 SF185),15.78,2460796.5,0.2792049675133657,3.979458798385128,4.200699963398565,137.7469303512573,220.8370143635591,274.475333700155
     ? ,2011 SD186         ,(2011 SD186),16.53,2460796.5,0.1941548766182941,3.988908234894586,1.658604310602278,303.4913704902588,104.3658434097395,236.89178366892
     ? ,2011 SF193         ,(2011 SF193),15.98,2460796.5,0.2402007418451252,3.951817237481758,1.72458882670394,285.9299997940242,74.01102842920952,262.9547780748744
     ? ,2011 SB197         ,(2011 SB197),16.54,2460796.5,0.2785781083314287,3.956468550820067,2.186498056574814,206.2483611048874,203.5810517340183,232.8801562304885
     ? ,2011 SV215         ,(2011 SV215),16.7,2460796.5,0.322334016746848,3.949950290671471,15.32744312652941,1.615866163513968,28.1058934930254,253.227580537861
     ? ,2011 SW215         ,(2011 SW215),16.2,2460796.5,0.3002037915685123,3.955071370792842,11.18259150706006,351.3742627917468,52.1112617710732,247.1609325414312
     ? ,2011 SP219         ,(2011 SP219),16.68,2460796.5,0.3170607847953322,3.934768742965108,2.052267188566607,308.1469690959495,74.83732837932655,266.6946113055627
     ? ,2011 SL223         ,(2011 SL223),16.5,2460796.5,0.2625026780406429,3.95060929047434,8.192906945981578,192.9825888361117,204.1683051712542,251.7201026578745
     ? ,2011 SU223         ,(2011 SU223),16.3,2460796.5,0.3401406450044522,3.939004803720587,7.722667853043229,188.596580642602,202.0551433322307,258.5397755813224
     ? ,2011 SV243         ,(2011 SV243),16.3,2460796.5,0.2507361772256545,3.9446353048516,3.50457581232001,56.03414141243611,314.2150881382934,263.6832657232558
     ? ,2011 SA247         ,(2011 SA247),16.6,2460796.5,0.3367016532640426,3.981565272645568,9.094125107161249,330.2961752861447,57.13118999615029,250.3292147974121
     ? ,2011 SJ254         ,(2011 SJ254),16.1,2460796.5,0.3272923736206034,3.973259553829039,9.811484004390708,343.1117550825293,41.44031756312327,250.0699268362643
     ? ,2011 ST257         ,(2011 ST257),16.51,2460796.5,0.2601125094087866,3.988269149966269,1.31124420360113,211.4905120204185,205.2812401931317,221.6226281571542
     ? ,2011 SQ268         ,(2011 SQ268),16.3,2460796.5,0.290388445842558,3.95337581656731,8.299221934219167,17.75272551517394,29.58013849888862,242.9473286128281
     ? ,2011 SJ271         ,(2011 SJ271),16.8,2460796.5,0.2297200395036027,3.953447421430664,8.23016186225534,332.8928945702424,58.21320061402357,252.2690294313542
     ? ,2011 SQ277         ,(2011 SQ277),16.0,2460796.5,0.1947258503752837,3.960623170083396,4.110595563365687,253.3162253145432,118.0166514397026,252.4023006154439
     ? ,2011 SR277         ,762956 (2011 SR277),16.18,2460796.5,0.1133793688639064,3.945072730876781,8.43547394106961,6.101559665087364,58.77099392771535,208.9982370802534
     ? ,2011 SZ294         ,(2011 SZ294),17.1,2460796.5,0.3209285191997422,3.961082829095325,23.7646111747382,34.51894425982141,341.488340015903,271.8911176452363
     ? ,2011 SB295         ,(2011 SB295),17.0,2460796.5,0.3314812039888964,3.934476237371789,2.424210025699284,16.46325633793772,18.06156693475093,253.0345970629903
     ? ,2011 SG295         ,(2011 SG295),16.3,2460796.5,0.3619938583952444,3.975555367036594,8.819852622436494,48.41244082113779,342.2852511310578,246.6291203193685
     ? ,2011 SW295         ,(2011 SW295),16.4,2460796.5,0.2742479394618535,3.980678760461411,9.982391317073631,101.0539730886054,296.8677340589737,244.9557024952337
     ? ,2011 SY295         ,(2011 SY295),16.52,2460796.5,0.2484985108518617,3.941425351052886,3.513251242659203,16.04117782508149,49.5391893447627,224.7443355939895
     ? ,2011 SZ295         ,(2011 SZ295),16.6,2460796.5,0.3281767930204073,3.945832322477141,10.23821343901371,240.2317849857909,151.1046928729208,252.9107909142792
     ? ,2011 SD296         ,(2011 SD296),16.64,2460796.5,0.1960927484885252,3.957279495809145,3.154713662225903,13.3475322902827,22.01430527550018,239.7251944352846
     ? ,2011 SO296         ,(2011 SO296),16.27,2460796.5,0.284161740110328,3.993434042486989,7.649027696690776,15.6997918140079,31.04800725917185,237.2618850510505
     ? ,2011 SP296         ,(2011 SP296),16.4,2460796.5,0.3431372111653033,3.97617166550188,13.64464840802139,226.2468359172797,170.3616516635947,241.8420264355186
     ? ,2011 SJ297         ,(2011 SJ297),16.45,2460796.5,0.1918965859802296,3.945822053728815,2.43663352120931,102.3427596432287,291.2089429126545,237.1638651843733
     ? ,2011 ST297         ,(2011 ST297),16.6,2460796.5,0.2905776788391053,3.956003650900033,3.549071329655042,147.1494241478884,228.2550114631423,259.4537966559802
     ? ,2011 SB298         ,(2011 SB298),16.8,2460796.5,0.2923641335862172,3.963173747173658,8.080525309342644,150.9434338393461,252.3243536133884,248.1873771245152
     ? ,2011 SD298         ,(2011 SD298),17.3,2460796.5,0.3389476488543938,3.96240091684741,9.176202357818429,6.345617336757244,31.97960760231279,240.4301087862439
     ? ,2011 SG298         ,(2011 SG298),16.7,2460796.5,0.2531215486856207,3.94617062198034,3.63945818437233,63.57391308987386,331.1117592852811,255.006969629833
     ? ,2011 SR298         ,(2011 SR298),16.41,2460796.5,0.1397774708738157,3.967124358825363,10.83469393073408,266.3108525830951,120.8152318705565,259.3635427888088
     ? ,2011 SV298         ,(2011 SV298),16.9,2460796.5,0.2647814778087721,3.95648083016879,3.885014050514195,117.9647004927412,296.9468695721708,236.8512714145077
     ? ,2011 SO299         ,(2011 SO299),16.73,2460796.5,0.287938671742774,3.9597405367752,2.656167943550563,80.32504751464847,316.4431930117212,255.2801781911965
     ? ,2011 SZ304         ,(2011 SZ304),17.0,2460796.5,0.2298318839256882,3.949397958461267,3.312155126826026,39.01945359833137,330.7171731088939,261.7024671949861
     ? ,2011 SM306         ,(2011 SM306),16.5,2460796.5,0.2396832672797284,3.987457845056787,1.740988745333937,254.971222785384,139.4450552591425,241.8740944491845
     ? ,2011 SV328         ,797639 (2011 SV328),16.26,2460796.5,0.207617446112101,3.945454468682287,9.146514457419515,203.7994321934345,148.6858129035722,293.7796530276469
     ? ,2011 SW328         ,(2011 SW328),17.4,2460796.5,0.2948179046311354,3.945065717729347,8.172768187967057,102.4632410921541,286.7266887135579,259.1269346849477
     ? ,2011 SM330         ,(2011 SM330),16.7,2460796.5,0.2037469765331391,3.942895699093522,4.437539632982406,79.86553764759863,334.551682312022,246.0060502497517
     ? ,2011 SV333         ,(2011 SV333),17.3,2460796.5,0.3013165931235343,3.980676482954769,3.45814508809273,349.7897770839697,52.83615602731244,243.0558088169741
     ? ,2011 TP3           ,(2011 TP3),16.5,2460796.5,0.2576438778220206,3.920826344926029,2.463306511730602,200.7254201850778,187.0371215698865,261.5054028357975
     ? ,2011 TK19          ,(2011 TK19),16.19,2460796.5,0.1978808862492135,3.977490636822526,5.101733047344651,222.347521338713,202.0017527470191,220.6101804756717
     ? ,2011 TG20          ,(2011 TG20),17.0,2460796.5,0.2656642891280344,3.956970990154451,4.405217695878361,4.138789073158922,56.09368032655158,234.126777670263
     ? ,2011 TT21          ,(2011 TT21),17.4,2460796.5,0.3186178575366211,3.970227347007276,8.832294250238151,3.618175340932992,11.07530785529732,266.2200405346326
     ? ,2011 UL1           ,(2011 UL1),16.78,2460796.5,0.2976367433162266,3.98007177521791,3.303132174075416,323.0684604130462,56.76253744966326,261.6419030637403
     ? ,2011 UT3           ,(2011 UT3),16.7,2460796.5,0.3107183285790049,3.987880843732629,9.89390561151173,207.0815726383048,184.8292154008856,247.6591726397771
     ? ,2011 UQ15          ,(2011 UQ15),17.3,2460796.5,0.3238668308323791,3.966197700543622,5.452045941834069,349.8829774822791,34.59494068584125,244.0593872342091
     ? ,2011 UY29          ,729970 (2011 UY29),16.0,2460796.5,0.2474751191433509,3.946422722550253,3.818558158637408,68.99228261288171,294.2797047673398,289.2806105036861
     ? ,2011 UH31          ,(2011 UH31),16.7,2460796.5,0.3568844022158428,3.98033818895886,15.74084825513281,49.31957862515881,341.8320698688813,261.0496649592901
     ? ,2011 UX35          ,(2011 UX35),16.8,2460796.5,0.365695316886218,3.987925818025937,10.07112382341696,222.7492046014289,158.9962897136571,264.9832938588788
     ? ,2011 UZ36          ,(2011 UZ36),16.1,2460796.5,0.2702349719892257,3.966871218953198,2.013571340277508,126.9627699138874,286.4290134164559,255.072564922636
     ? ,2011 UX48          ,(2011 UX48),16.4,2460796.5,0.2213894646134116,3.956548778413377,3.819994386579672,35.90242773356216,14.25242749727114,252.8354161705384
     ? ,2011 UG112         ,(2011 UG112),16.9,2460796.5,0.3129621328001048,3.938796123733237,13.24377674637124,203.1656623766651,185.7312506128071,262.312922259104
     ? ,2011 UM115         ,(2011 UM115),16.75,2460796.5,0.2998958806466576,3.969350423076988,6.415117682764555,217.4363743414191,171.3776587988914,248.2955008182082
     ? ,2011 UU134         ,(2011 UU134),16.2,2460796.5,0.268339727844875,3.9812625357376,4.083025619561123,86.06856683245167,295.961989098884,261.5498716389303
     ? ,2011 UN146         ,(2011 UN146),16.66,2460796.5,0.2645230448969697,3.924822570530445,1.684834324921716,273.7645145982209,103.5087841371881,291.7504444660336
     ? ,2011 UF172         ,(2011 UF172),16.35,2460796.5,0.2318196412614787,3.929485265330412,7.933501669436457,268.887149160866,121.3516199520027,261.8052106682243
     ? ,2011 UB192         ,(2011 UB192),16.5,2460796.5,0.2977839754932292,3.965117806672682,2.422083918914813,88.52529567000794,306.6157014414893,266.0524290287312
     ? ,2011 UC210         ,(2011 UC210),16.29,2460796.5,0.1466535271482508,3.918854312070975,11.18320814174285,232.8749536227793,184.1098234563086,247.6863631808507
     ? ,2011 UW222         ,(2011 UW222),16.58,2460796.5,0.2086029202074963,3.96914973978982,11.39116180555036,29.27997688077428,24.080321162659,239.1103731156014
     ? ,2011 UD235         ,(2011 UD235),17.0,2460796.5,0.3349942618171162,3.992377583736188,3.41368399486891,331.031226424106,50.08431749463913,261.0424775137406
     ? ,2011 UV237         ,(2011 UV237),16.5,2460796.5,0.1904793486601828,3.977437907736356,3.487426937755129,44.17283430106146,328.121187491099,279.719327681207
     ? ,2011 UJ248         ,(2011 UJ248),15.8,2460796.5,0.2955003416878236,3.96294573205803,3.93234650158118,51.82838657592174,302.316282608843,292.4654711762938
     ? ,2011 UO253         ,(2011 UO253),16.3,2460796.5,0.1822006959825919,3.986535941267589,4.689007078964469,128.7893133151786,279.4588065355331,260.0124458634231
     ? ,2011 UA255         ,(2011 UA255),16.8,2460796.5,0.3583152600929307,3.967678147893817,5.238360084697471,21.76704655203089,17.00787582925436,253.0339878438934
     ? ,2011 UV256         ,(2011 UV256),15.91,2460796.5,0.3280611378462513,3.965083656676272,9.31779022717727,311.8924773534624,72.56832071410412,262.7103530839634
     ? ,2011 UE263         ,(2011 UE263),16.5,2460796.5,0.2582612032284314,3.940486143993057,1.741769058889285,251.2692145818596,128.6612122453166,285.941047618525
     ? ,2011 UF283         ,(2011 UF283),17.03,2460796.5,0.3379997068763353,3.983004531789262,5.023359897598176,169.6579285966048,202.5376818442811,269.7842265242131
     ? ,2011 UY330         ,(2011 UY330),16.7,2460796.5,0.301671513377813,3.957373395443327,1.868838267090075,346.4509263413858,27.26428491397192,275.4229075762126
     ? ,2011 UN337         ,(2011 UN337),16.6,2460796.5,0.3015528963791294,3.941497239806507,4.460624013811289,230.3791149026218,139.725886545671,264.02591200691
     ? ,2011 UM355         ,(2011 UM355),16.5,2460796.5,0.2976866186191645,3.979349094372214,4.123787823064847,107.6646518109078,261.9317583692212,263.0139092288695
     ? ,2011 UK372         ,(2011 UK372),17.0,2460796.5,0.2895514914696402,3.999219571080748,4.834820509960275,142.0080085900564,223.9034087173568,262.3013685539489
     ? ,2011 UZ378         ,(2011 UZ378),16.9,2460796.5,0.28597844080384,3.944533875958933,10.15888221569816,58.87187554416415,320.5018090289725,270.3190694186123
     ? ,2011 UL389         ,(2011 UL389),16.09,2460796.5,0.2473999487384973,3.970463063970741,9.673906143076158,57.9279721025465,329.7817378016018,260.0538654397661
     ? ,2011 UQ413         ,(2011 UQ413),16.76,2460796.5,0.2916516338841104,3.984164282642114,3.930696637656542,143.9428797763722,238.3211345269505,273.1689297358516
     ? ,2011 UR413         ,(2011 UR413),16.23,2460796.5,0.2132142002518466,3.952804102004897,4.766371649519551,58.94653937617421,326.3575577690632,282.8357701677041
     ? ,2011 UG427         ,(2011 UG427),16.1,2460796.5,0.3074779718764044,3.972095410557114,12.1207636155215,165.0169044305046,237.5859211969704,257.0453461646075
     ? ,2011 UT433         ,(2011 UT433),15.7,2460796.5,0.2893558534502504,3.965664262864973,10.25790676388738,284.3827437951655,91.35895436283742,263.8519339978502
     ? ,2011 UC434         ,(2011 UC434),16.3,2460796.5,0.1644158280410097,3.972073606968898,5.997787622313216,156.3567159888339,194.1023481669065,282.913085880226
     ? ,2011 UL445         ,(2011 UL445),16.1,2460796.5,0.1895669039659851,3.974084915764203,3.953806038559916,54.20202739564008,355.8889794415649,252.9673785843055
     ? ,2011 UP445         ,(2011 UP445),16.5,2460796.5,0.241654747083069,3.991871900856898,4.653856492203534,125.7987244584326,240.8695391098545,267.1596615429273
     ? ,2011 UC446         ,(2011 UC446),17.85,2460796.5,0.330294860825159,3.969262740846817,3.080333908218251,12.92450837033879,354.5995223370364,266.7035771734733
     ? ,2011 UN447         ,(2011 UN447),17.1,2460796.5,0.266979187977134,3.96577527765043,4.00495920813351,98.35224066668448,303.6144626997822,249.8455657184814
     ? ,2011 UZ447         ,(2011 UZ447),17.5,2460796.5,0.2995159767530146,3.977667719342064,0.7852111779064481,251.7754779994173,144.1749965337928,261.5757879970205
     ? ,2011 UG450         ,(2011 UG450),16.25,2460796.5,0.1707480762172377,3.959001785406677,9.817979500495339,44.51603450785918,310.2022480922191,298.4909426787387
     ? ,2011 UX459         ,(2011 UX459),16.7,2460796.5,0.1687937254659996,3.957330483632982,3.788264470533258,118.5697928889114,257.792455751846,266.9898073242976
     ? ,2011 UM460         ,(2011 UM460),16.5,2460796.5,0.1866507316821182,4.022094899147139,1.528172010333677,196.9043072145651,196.9126958631239,258.4602702859049
     ? ,2011 UP461         ,(2011 UP461),16.0,2460796.5,0.2152679249275,3.956836836723549,3.180956713285232,165.6935026277754,180.0278699161732,295.3304436315486
     ? ,2011 US461         ,(2011 US461),17.2,2460796.5,0.2305778645079024,3.918039058428631,2.291247343834934,12.54062636381114,25.61366474148498,262.2991930404813
     ? ,2011 UZ473         ,(2011 UZ473),17.31,2460796.5,0.2935372447488124,3.930790671090615,3.073763369563038,241.631758519378,140.8047506433419,286.225814716202
     ? ,2011 UY474         ,(2011 UY474),17.1,2460796.5,0.2936012456606669,3.970589124441908,6.360404913820026,288.3785777075246,87.4903068502752,272.6142641873678
     ? ,2011 UQ482         ,(2011 UQ482),17.6,2460796.5,0.2948605365731642,3.979550146996913,8.14847472688995,67.13465399723022,321.2322120241238,266.8613102906641
     ? ,2011 UV491         ,(2011 UV491),17.17,2460796.5,0.3097597473269299,3.945799731395629,6.740721924800125,328.4728869145251,55.88754534193124,273.3433343854801
     ? ,2011 UO503         ,(2011 UO503),17.33,2460796.5,0.3815794751192919,3.9497463586976,13.61936046062501,204.9859579789945,171.7673257634801,275.7572503823945
     ? ,2011 UW504         ,(2011 UW504),17.42,2460796.5,0.2967683099856523,3.925516490654446,6.486979614601233,128.6734310146881,257.2280128236849,280.5985528210515
     ? ,2011 VF20          ,(2011 VF20),16.38,2460796.5,0.1696191440009154,3.978310042881011,6.240303935931565,277.2694905957226,111.8103240459509,276.2508493948028
     ? ,2011 VE28          ,(2011 VE28),16.6,2460796.5,0.2407184734716081,3.957702268461597,3.438180379625056,154.3224377184302,225.866639563506,284.0053675782074
     ? ,2011 VF28          ,(2011 VF28),16.81,2460796.5,0.3066121943983603,3.965587303598183,3.02958436890097,144.530491799045,206.8170457861765,286.3993810145434
     ? ,2011 VM30          ,(2011 VM30),16.52,2460796.5,0.2115097878865388,4.0098284299048,3.612206118421192,153.4736840976047,235.0114810775469,264.2620630261675
     ? ,2011 VD35          ,(2011 VD35),16.5,2460796.5,0.1725436963464852,3.96292692466216,9.515438516822895,44.2281803163979,333.757691006721,279.4180212248752
     ? ,2011 WY5           ,(2011 WY5),16.69,2460796.5,0.3044515446192959,3.915431365862251,2.533958952588411,230.3620667710608,138.9858311536806,291.8458420175196
     ? ,2011 WD22          ,(2011 WD22),16.7,2460796.5,0.2804610815299054,3.934109628940547,1.82382554317277,245.4818536648055,125.2514186226855,291.9082866874657
     ? ,2011 WL26          ,(2011 WL26),17.21,2460796.5,0.25483959974813,4.015793263284812,3.925945136107435,89.29831883650019,317.9531352636045,244.898949302609
     ? ,2011 WC31          ,730149 (2011 WC31),15.69,2460796.5,0.1919703122045248,3.954132558137752,11.72444336339852,45.48695343493906,324.9233857973361,289.4617418209647
     ? ,2011 WH42          ,(2011 WH42),16.3,2460796.5,0.3024690696538447,3.974483435005015,7.62797414920141,38.69495171512277,348.5832854999803,276.2727871355079
     ? ,2011 WA52          ,(2011 WA52),16.14,2460796.5,0.290586177959361,3.967872015795927,10.49501718726631,66.0837762124983,289.9359475235161,297.3172503647455
     ? ,2011 WA56          ,(2011 WA56),16.7,2460796.5,0.2777028458085549,3.986920156746507,2.397430032546159,116.8669692710438,272.831378896395,263.6242947233889
     ? ,2011 WN83          ,(2011 WN83),16.3,2460796.5,0.2367485847462349,3.979577381126799,4.037912382897584,115.7769140688942,242.4419164555827,294.6809867492188
     ? ,2011 WR100         ,(2011 WR100),15.88,2460796.5,0.2019980458147638,3.937263788118131,5.313110639286803,74.14914886554118,339.5898629426102,253.2316201238843
     ? ,2011 WR101         ,(2011 WR101),17.0,2460796.5,0.251968663584057,3.915566790953602,3.547301976949821,161.1722320230561,219.9270130818598,290.0402049709973
     ? ,2011 WJ105         ,(2011 WJ105),16.16,2460796.5,0.3127120475259432,3.973164260406739,4.09179734930102,301.7537887404504,89.46915552167873,269.6030991452469
     ? ,2011 WY106         ,746489 (2011 WY106),15.88,2460796.5,0.2886830254583873,3.996794821427652,11.92062769089022,253.5731964865625,120.6706566538636,271.6319211484295
     ? ,2011 WJ125         ,(2011 WJ125),16.7,2460796.5,0.2700328632654984,3.938076943951813,5.499028610120296,23.0868054419218,7.164188941838865,274.4788535061089
     ? ,2011 WK127         ,(2011 WK127),15.74,2460796.5,0.2201667348937231,4.01375615599895,3.834661597322309,59.41569810083096,305.1543178330365,285.1245057514201
     ? ,2011 WL127         ,(2011 WL127),16.5,2460796.5,0.2831711478448949,3.975580978573448,1.70759938146015,286.2111924379223,107.1756184002666,268.9489674426367
     ? ,2011 WJ136         ,(2011 WJ136),16.2,2460796.5,0.2954965123593969,3.981585783733753,8.192590562595235,56.61117042691095,311.2703506212222,287.6308862688003
     ? ,2011 XE7           ,(2011 XE7),16.21,2460796.5,0.2748356677779512,3.993934897560645,12.04487075170551,81.31740397756955,287.7265091086125,287.739734924341
     ? ,2012 BT8           ,(2012 BT8),16.44,2460796.5,0.1777405001876151,3.970744743155746,9.884807194393195,115.2936722250184,84.2440818413706,182.0429577689285
     ? ,2012 BO76          ,(2012 BO76),16.38,2460796.5,0.1380278578923286,3.949773333695918,4.201142381524552,84.2032488666758,66.51161278534902,228.7228574900788
     ? ,2012 CD20          ,(2012 CD20),16.49,2460796.5,0.1526256776969176,3.987811793238412,13.56422975582755,120.5200773311031,57.23673476809807,203.3796620856015
     ? ,2012 CW66          ,798080 (2012 CW66),15.74,2460796.5,0.1939223717240918,3.978659319482854,14.54442484681999,18.64527261871867,167.391627688564,210.6736071641259
     ? ,2012 CC69          ,(2012 CC69),16.86,2460796.5,0.2103675233683153,3.97244001919329,4.565221693531907,108.8002120938862,43.27680204051943,237.770220067231
     ? ,2012 DZ2           ,779944 (2012 DZ2),16.08,2460796.5,0.1120947310166676,3.973011257667409,3.583229971069922,57.13197250665726,141.1901402313491,208.3736317778506
     ? ,2012 DR90          ,(2012 DR90),15.9,2460796.5,0.1527747922019526,3.977749728851147,3.60716518032905,138.2577601001259,19.87613225293426,235.404804212327
     ? ,2012 DM99          ,(2012 DM99),16.6,2460796.5,0.1367990132903895,3.922354036935908,2.85577919934667,176.2381057630821,343.7567177131707,252.0755972173301
     ? ,2012 DJ114         ,(2012 DJ114),16.0,2460796.5,0.1776737952954821,3.927858490091302,2.6116853009707,359.7200586829919,102.6589025044963,294.2775912240693
     ? ,2012 DZ114         ,(2012 DZ114),16.4,2460796.5,0.1961464418296779,3.941883842811521,14.21434322741451,335.2862190786689,175.3969980271802,267.2485847573293
     ? ,2012 DS117         ,(2012 DS117),16.37,2460796.5,0.1233058490796509,3.98144788015883,2.579958185359566,186.5156968339221,324.168979702316,256.3561786523784
     ? ,2012 DK118         ,(2012 DK118),16.2,2460796.5,0.2080703895745973,3.935383398532078,3.085716822078058,171.144209781735,305.734247167436,288.3400959215114
     ? ,2012 DG119         ,(2012 DG119),16.56,2460796.5,0.1633729536262008,3.956545884629681,2.223312916515833,224.1303190317105,301.4160731357132,245.4413053039258
     ? ,2012 DV126         ,798157 (2012 DV126),16.28,2460796.5,0.1061110437879444,3.931701779897189,3.346513772712776,147.341598792992,50.36044487149008,218.7202938719126
     ? ,2012 EC14          ,730392 (2012 EC14),15.76,2460796.5,0.1176616719919711,3.991624270450956,5.424508938732298,186.697534738922,271.9959837715464,286.279975776017
     ? ,2012 EZ25          ,(2012 EZ25),16.1,2460796.5,0.1792764357371301,3.965336148515909,8.664965650366886,206.9159224661479,310.7017829099686,261.9158565191273
     ? ,2012 EE26          ,(2012 EE26),16.14,2460796.5,0.1042504069645561,3.978186004598912,3.759740151397785,139.1850126488203,16.42438398482932,246.6933893261449
     ? ,2012 EH26          ,(2012 EH26),16.1,2460796.5,0.1944125911057861,3.982926098830358,8.703979730812813,195.0092243261848,338.8063763340294,228.9339171383492
     ? ,2012 EE28          ,(2012 EE28),16.5,2460796.5,0.1004857617890539,3.946033407438776,4.051005713939686,108.0998884405982,96.216929982871,222.764471695941
     ? ,2012 EG28          ,(2012 EG28),16.3,2460796.5,0.1205450954558709,3.957502757168323,1.58855096045322,297.8321982257808,238.6844810803543,232.0886273324516
     ? ,2012 EU30          ,(2012 EU30),16.5,2460796.5,0.1686991681904683,3.920486139291561,4.129508043336908,166.7949117273964,337.0811256385825,266.1836548425712
     ? ,2012 FZ11          ,(2012 FZ11),16.89,2460796.5,0.1656490103556488,3.950027027702053,3.396735133579072,149.7261704960812,7.391142158869243,255.5167606263796
     ? ,2012 FY60          ,(2012 FY60),16.0,2460796.5,0.22362651553514,3.946926714548748,4.880292031604483,94.69101872394522,52.44346080960053,269.2805215509201
     ? ,2012 FZ103         ,(2012 FZ103),16.76,2460796.5,0.2089373835759023,3.948504614971335,2.861162848521104,203.1121710245172,307.2100651037789,265.7401063844979
     ? ,2012 GS3           ,(2012 GS3),16.0,2460796.5,0.2079915398974266,3.969999100068649,10.89885754128105,29.30917923521845,113.5833724277774,273.8737386049569
     ? ,2012 HM98          ,(2012 HM98),16.13,2460796.5,0.2575573650519972,3.942178350989868,7.131607377282972,97.22490187577866,212.5719851591301,186.222228416473
     ? ,2012 PW1           ,(2012 PW1),16.13,2460796.5,0.1172330190855122,3.996356395638887,5.252260609826669,186.0404791133532,118.4083201058133,244.3110909393727
     ? ,2012 PO3           ,780211 (2012 PO3),16.07,2460796.5,0.1753021109879369,3.961987507228441,12.50844469109319,167.6746263222857,123.1465571543092,259.9876902539365
     ? ,2012 PQ22          ,(2012 PQ22),16.45,2460796.5,0.1805115847333551,3.973590123269979,3.996130119122559,327.7136976252153,314.2802284029362,247.3511765471591
     ? ,2012 PA27          ,763802 (2012 PA27),15.93,2460796.5,0.04288510093478018,3.953025526982066,3.617334586917024,335.6968433397096,314.6993432743425,258.3323352643785
     ? ,2012 PK52          ,(2012 PK52),16.34,2460796.5,0.2290860860629906,3.957767841099765,8.972175922481359,5.882111293847914,293.4612041716789,233.6496949952218
     ? ,2012 PR55          ,(2012 PR55),16.5,2460796.5,0.2609216090900852,3.966909267462649,14.56236348686325,352.8328891779875,294.2822419183272,254.8037012531153
     ? ,2012 PW56          ,(2012 PW56),16.17,2460796.5,0.2228021809256049,4.003632227410583,3.745400776522318,42.74962939991232,256.957074270539,240.1834803722314
     ? ,2012 QD29          ,(2012 QD29),16.19,2460796.5,0.2253486524952837,3.96526241252848,3.933700114433505,187.8160795367391,98.1136528457465,260.2874487402763
     ? ,2012 QL67          ,(2012 QL67),16.34,2460796.5,0.1883428556703464,3.973807300340152,12.87156090843268,313.5914811250794,343.8591097695702,252.1204827153906
     ? ,2012 RX23          ,(2012 RX23),17.15,2460796.5,0.3459176022738831,3.922153326334605,5.95979051815134,151.4838482090707,263.2276415292786,209.0814788832734
     ? ,2012 TM34          ,763953 (2012 TM34),16.11,2460796.5,0.2717956588092803,3.957237755152993,2.981413714066572,235.9123622856796,196.0617411200872,183.376857259658
     ? ,2012 TG38          ,(2012 TG38),16.89,2460796.5,0.2742772123895862,3.948532815386836,6.087963945456061,235.2474531747449,196.7278887739674,184.3639066860221
